ResponseId,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1
R_54ExBcTIsvTFgQS,50-59,"$10,000 - $29,000",2,No,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree,100
R_a97SWQRsAVW3UgK,17 or younger,"$90,000 - $109,000",3,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly agree,560
R_2312xPTBqDRraiW,40-49,"$30,000 - $49,000",2,No,Strongly agree,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,1960
R_2rSSb9JQ9J5wrNs,17 or younger,"$0 - $9,999",4 or more,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,1760
R_eDP4UN7VH4aXDG6,30-39,"$50,000 - $69,000",None,No,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,1600
R_0cgqH5rx78KmBCu,21-29,"$50,000 - $69,000",1,Yes,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Strongly agree,1420
R_8uMMfwy3hRLM7no,50-59,"$90,000 - $109,000",4 or more,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,1300
R_6JP0bJlPZ7bQD7o,50-59,"$10,000 - $29,000",2,No,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Somewhat disagree,800
R_0qecLjte8qzI6Qm,17 or younger,"$10,000 - $29,000",None,No,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,1760
R_6s9vqnafo8Hr8EK,60 or older,"$10,000 - $29,000",4 or more,Yes,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,500
R_4ZcGq5qSzYRpSvQ,17 or younger,"$0 - $9,999",1,No,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,960
R_40cNRZZZS6IsboW,17 or younger,"$0 - $9,999",1,Yes,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1960
R_dclWbCmSTIEnnca,30-39,"$110,000 or more",4 or more,No,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,1560
R_e4YsC4fqjrOj3Xo,60 or older,"$90,000 - $109,000",4 or more,No,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,1780
R_7a3LBmNiVnrluPs,50-59,"$70,000 - $89,000",4 or more,No,Strongly Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1220
R_6F4W8f9zSHaspU2,30-39,"$70,000 - $89,000",4 or more,No,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,600
R_3F8ODBNi7BdJbvw,17 or younger,"$110,000 or more",4 or more,No,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,0
R_0Ujmpnrp5AFxZj0,18-20,"$30,000 - $49,000",2,Yes,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,920
R_em3YPKQTgnP8Sc6,50-59,"$10,000 - $29,000",1,No,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,180
R_eg210NturrneKSG,60 or older,"$10,000 - $29,000",None,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,1660
R_bgwY27RsL9TKRsq,21-29,"$30,000 - $49,000",2,Yes,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1580
R_cvTOIoqgy10pfPE,18-20,"$50,000 - $69,000",4 or more,No,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,500
R_51g78MtYpJAkLKS,60 or older,"$30,000 - $49,000",4 or more,No,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,1660
R_0SU0rcot0d7kDBk,21-29,"$0 - $9,999",2,No,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat disagree,1580
R_6r3CeDD5o1OGCeG,21-29,"$70,000 - $89,000",3,No,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly Disagree,760
R_50wzCEk677mGcpE,18-20,"$70,000 - $89,000",2,No,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,1060
R_ba4tJt0b06yu4KO,18-20,"$0 - $9,999",4 or more,No,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,160
R_6kSvNzzfmeqy0aq,40-49,"$30,000 - $49,000",3,No,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,1800
R_bk1SxU230aRRcWO,30-39,"$90,000 - $109,000",3,Yes,Neither agree nor disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,580
R_6YijozS1ku88bxI,30-39,"$50,000 - $69,000",2,No,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,1780
R_bI3p5BwmNSxrPEy,30-39,"$110,000 or more",3,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,1500
R_5pCOgeHD3bBgr0W,60 or older,"$70,000 - $89,000",1,Yes,Strongly agree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree,1400
R_diFMrDKATrKjvBY,30-39,"$50,000 - $69,000",3,No,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,940
R_cZQT7XsdY05KIWW,30-39,"$10,000 - $29,000",None,No,Strongly agree,Strongly Disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,380
R_200aO6zb74Kiu3k,40-49,"$30,000 - $49,000",4 or more,No,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,1860
R_6A7ymjoYzojEwh8,50-59,"$10,000 - $29,000",2,No,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,700
R_cw1mXCdulFTBfE2,60 or older,"$50,000 - $69,000",3,No,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,1420
R_6tXnA1hmm1EDD4q,40-49,"$30,000 - $49,000",3,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,340
R_07gVpKbri9Gtgz4,30-39,"$70,000 - $89,000",2,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,1880
R_80TdR5SNojoRHb8,50-59,"$50,000 - $69,000",4 or more,No,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,220
R_0cfHRtu4QKDAlyS,21-29,"$50,000 - $69,000",4 or more,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1640
R_7NBAUfiMcLujTRY,21-29,"$110,000 or more",3,No,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,1180
R_5BK3b5qynxhU9tY,50-59,"$50,000 - $69,000",2,No,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,560
R_8uZysl5YFAVo5nw,30-39,"$30,000 - $49,000",4 or more,No,Strongly Disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,660
R_7WB06s4tPzdr5yK,30-39,"$70,000 - $89,000",2,Yes,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,1200
R_cuyxgci7Zs83Qoe,50-59,"$10,000 - $29,000",1,Yes,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,420
R_0P7CdbpmdltIwAe,17 or younger,"$50,000 - $69,000",None,No,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,1680
R_1Nrgoy0dv9UDHCe,21-29,"$0 - $9,999",2,No,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,560
R_7TFWzUNgQaEVRoW,30-39,"$90,000 - $109,000",4 or more,No,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,220
R_d4FnBp1kmJXOUyW,21-29,"$0 - $9,999",2,Yes,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,680
R_5bcfxMDIZ0ntspg,50-59,"$30,000 - $49,000",4 or more,No,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,1400
R_6nUNu1d97Vfg96K,17 or younger,"$10,000 - $29,000",None,No,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,920
R_cVbq7ZIV4qPtMRU,30-39,"$70,000 - $89,000",1,No,Somewhat disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,1720
R_eUQ9GsFlhFTMqP4,21-29,"$30,000 - $49,000",3,Yes,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,1980
R_cw2PRYW13GlxPOC,21-29,"$90,000 - $109,000",3,Yes,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,60
R_267bL5htgCv8iaO,30-39,"$0 - $9,999",2,Yes,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,1920
R_8eIWPtDNZWK5L9Q,18-20,"$0 - $9,999",1,Yes,Strongly Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,200
R_0Um2hO3bjtynngi,17 or younger,"$90,000 - $109,000",4 or more,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,0
R_3qubBmIBGUgvS62,30-39,"$50,000 - $69,000",None,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,1480
R_0CaX5HdzDaWS4hU,50-59,"$30,000 - $49,000",3,Yes,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,580
R_9FTQvooUUtF0VTM,21-29,"$50,000 - $69,000",4 or more,No,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,1480
R_5suURY0OfXoPITc,17 or younger,"$110,000 or more",1,No,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,1500
R_dmMOtylJqMWDfYG,18-20,"$0 - $9,999",1,No,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,1340
R_5A3zIgFXJFBkhfw,21-29,"$90,000 - $109,000",3,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,420
R_56nA3kAeybZWAUm,60 or older,"$90,000 - $109,000",4 or more,Yes,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,80
R_byMTFjBKmeC4Zi6,17 or younger,"$90,000 - $109,000",1,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,240
R_0AGKcBSm5HzdFkO,50-59,"$110,000 or more",3,No,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,1620
R_8kw8zhWy4Q6L2Zw,60 or older,"$90,000 - $109,000",3,No,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,980
R_1GklglDOtCTG3I2,17 or younger,"$90,000 - $109,000",4 or more,No,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree,640
R_5ovD9cWNYdUmGgu,50-59,"$0 - $9,999",None,No,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,1540
R_2525DB1NBpaiBxk,50-59,"$70,000 - $89,000",1,No,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly agree,920
R_3RjTq3hCfKKsaOi,30-39,"$50,000 - $69,000",4 or more,Yes,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,20
R_862qWaETyCuN4I6,17 or younger,"$0 - $9,999",2,Yes,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree,220
R_cOqQcuH6eXHMG9M,60 or older,"$10,000 - $29,000",3,Yes,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,1880
R_7TBiLAo4bLIarUa,17 or younger,"$10,000 - $29,000",3,Yes,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,1940
R_blrIu5S6K7S5tBk,40-49,"$30,000 - $49,000",1,Yes,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,1120
R_07BVac39zYnfPIG,21-29,"$30,000 - $49,000",1,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,1820
R_6xnVwhcchPfjmjI,18-20,"$110,000 or more",3,Yes,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,980
R_9YptuqX1uJV7BVY,60 or older,"$0 - $9,999",3,No,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1560
R_6leiBgBUQA2a9N4,17 or younger,"$30,000 - $49,000",4 or more,No,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,900
R_3g7kd8Ruyh4FBPg,17 or younger,"$50,000 - $69,000",None,Yes,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,1140
R_0k1vQhiMW4cfxLE,17 or younger,"$90,000 - $109,000",1,No,Somewhat agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,1660
R_5nWTiLCLL40L24e,40-49,"$30,000 - $49,000",1,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,820
R_2fyQIHLk9aLkjIi,18-20,"$30,000 - $49,000",2,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,340
R_0qrMFwhWqnRX2pE,60 or older,"$110,000 or more",1,Yes,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,1580
R_3eD1iSMpx7oKVDg,40-49,"$110,000 or more",2,No,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Neither agree nor disagree,300
R_9T728EWmjHR0AgS,30-39,"$0 - $9,999",3,Yes,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,1020
R_6gu3mocDeYqoAPc,60 or older,"$30,000 - $49,000",2,Yes,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,1040
R_6sO8KvvLdpRSc3I,30-39,"$90,000 - $109,000",None,Yes,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1800
R_bjxkTg8zypOQk2G,30-39,"$50,000 - $69,000",None,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,1680
R_eRk3pQbeD2wm1Ho,50-59,"$50,000 - $69,000",2,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,400
R_8vrhyrr0vMJoEke,50-59,"$70,000 - $89,000",4 or more,Yes,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Somewhat disagree,1720
R_5hdxhZOAm5SnimO,30-39,"$50,000 - $69,000",2,No,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,1520
