StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12
2023-11-22 12:57:33,2023-11-22 12:57:33,Survey Test,*******,100,0,True,2023-11-22 12:57:33,R_1B39kmlHatzrNR4,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",2,No,Strongly Disagree,Strongly Disagree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree
2023-11-22 12:57:35,2023-11-22 12:57:35,Survey Test,*******,100,0,True,2023-11-22 12:57:35,R_9S8dn5NrCWkL17o,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",None,No,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 12:57:35,2023-11-22 12:57:35,Survey Test,*******,100,0,True,2023-11-22 12:57:35,R_5b53iRfC6oWnGpU,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",None,No,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 12:57:35,2023-11-22 12:57:35,Survey Test,*******,100,0,True,2023-11-22 12:57:35,R_9mpO4CL8p1aD92K,*******,*******,*******,*******,*******,*******,test,,18-20,"$90,000 - $109,000",1,No,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly Disagree
2023-11-22 12:57:35,2023-11-22 12:57:35,Survey Test,*******,100,0,True,2023-11-22 12:57:35,R_eIJ6lNMtZbcKePk,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$10,000 - $29,000",3,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree
2023-11-22 12:57:36,2023-11-22 12:57:36,Survey Test,*******,100,0,True,2023-11-22 12:57:36,R_cvybF32v4eilOui,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",2,Yes,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Strongly Disagree
2023-11-22 12:57:36,2023-11-22 12:57:36,Survey Test,*******,100,0,True,2023-11-22 12:57:36,R_bxUPN0uyxWPmnTE,*******,*******,*******,*******,*******,*******,test,,50-59,"$10,000 - $29,000",1,Yes,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree
2023-11-22 12:57:36,2023-11-22 12:57:36,Survey Test,*******,100,0,True,2023-11-22 12:57:36,R_7WB7U2s693PmKKq,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",2,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:57:36,2023-11-22 12:57:36,Survey Test,*******,100,0,True,2023-11-22 12:57:36,R_0TxlHDW5a904FZI,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",None,Yes,Strongly agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,Somewhat agree,Strongly agree
2023-11-22 12:57:36,2023-11-22 12:57:36,Survey Test,*******,100,0,True,2023-11-22 12:57:36,R_3Egok7mRZ6p6zyK,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",1,Yes,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree
2023-11-22 12:57:36,2023-11-22 12:57:36,Survey Test,*******,100,0,True,2023-11-22 12:57:37,R_1A39vtgwnqukku2,*******,*******,*******,*******,*******,*******,test,,30-39,"$50,000 - $69,000",4 or more,No,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly Disagree,Somewhat disagree
2023-11-22 12:57:37,2023-11-22 12:57:37,Survey Test,*******,100,0,True,2023-11-22 12:57:37,R_0OHtS8i2GLjXEbk,*******,*******,*******,*******,*******,*******,test,,40-49,"$110,000 or more",1,Yes,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 12:57:37,2023-11-22 12:57:37,Survey Test,*******,100,0,True,2023-11-22 12:57:37,R_81X5BzmxYipNvzo,*******,*******,*******,*******,*******,*******,test,,21-29,"$90,000 - $109,000",3,No,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree
2023-11-22 12:57:37,2023-11-22 12:57:37,Survey Test,*******,100,0,True,2023-11-22 12:57:37,R_aVKYwqcjm5OVEB8,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$110,000 or more",3,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 12:57:37,2023-11-22 12:57:37,Survey Test,*******,100,0,True,2023-11-22 12:57:37,R_06zkQaBHV1XjL7M,*******,*******,*******,*******,*******,*******,test,,40-49,"$90,000 - $109,000",1,Yes,Strongly Disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 12:57:38,2023-11-22 12:57:38,Survey Test,*******,100,0,True,2023-11-22 12:57:38,R_dm95FLnd8iRXwh0,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",2,Yes,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Strongly agree
2023-11-22 12:57:38,2023-11-22 12:57:38,Survey Test,*******,100,0,True,2023-11-22 12:57:38,R_9TYmwHuI89n8B70,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",1,No,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:57:38,2023-11-22 12:57:38,Survey Test,*******,100,0,True,2023-11-22 12:57:38,R_e98kZmQK6nGXByu,*******,*******,*******,*******,*******,*******,test,,21-29,"$50,000 - $69,000",3,Yes,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,Neither agree nor disagree
2023-11-22 12:57:38,2023-11-22 12:57:38,Survey Test,*******,100,0,True,2023-11-22 12:57:38,R_0CBVjnBCG9Ly00m,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",4 or more,No,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:57:39,2023-11-22 12:57:39,Survey Test,*******,100,0,True,2023-11-22 12:57:39,R_cIs2r3P2iiAuG4C,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",3,No,Neither agree nor disagree,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree
2023-11-22 12:57:39,2023-11-22 12:57:39,Survey Test,*******,100,0,True,2023-11-22 12:57:39,R_7QFBVFfilEibf8y,*******,*******,*******,*******,*******,*******,test,,18-20,"$30,000 - $49,000",1,No,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly Disagree
2023-11-22 12:57:39,2023-11-22 12:57:39,Survey Test,*******,100,0,True,2023-11-22 12:57:39,R_8cQ9wtg4HQwjON8,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",2,Yes,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree
2023-11-22 12:57:39,2023-11-22 12:57:39,Survey Test,*******,100,0,True,2023-11-22 12:57:40,R_6S8TRpfIQ1NSpYG,*******,*******,*******,*******,*******,*******,test,,18-20,"$50,000 - $69,000",3,Yes,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly agree,Somewhat agree
2023-11-22 12:57:40,2023-11-22 12:57:40,Survey Test,*******,100,0,True,2023-11-22 12:57:40,R_8iGO1JYsmjIJzym,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$90,000 - $109,000",4 or more,No,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree
2023-11-22 12:57:40,2023-11-22 12:57:40,Survey Test,*******,100,0,True,2023-11-22 12:57:40,R_2b2T60ut5j0n5LU,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",4 or more,Yes,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree
2023-11-22 12:57:40,2023-11-22 12:57:40,Survey Test,*******,100,0,True,2023-11-22 12:57:40,R_7Pz4wkkYXcRVedM,*******,*******,*******,*******,*******,*******,test,,21-29,"$10,000 - $29,000",4 or more,No,Strongly agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat disagree
2023-11-22 12:57:41,2023-11-22 12:57:41,Survey Test,*******,100,0,True,2023-11-22 12:57:41,R_3wIM7A6U7koMa7Y,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$0 - $9,999",2,Yes,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree
2023-11-22 12:57:41,2023-11-22 12:57:41,Survey Test,*******,100,0,True,2023-11-22 12:57:41,R_6gH2RngcBwvORoi,*******,*******,*******,*******,*******,*******,test,,18-20,"$110,000 or more",None,No,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree
2023-11-22 12:57:41,2023-11-22 12:57:41,Survey Test,*******,100,0,True,2023-11-22 12:57:41,R_37PmTcCf8kRBrjE,*******,*******,*******,*******,*******,*******,test,,17 or younger,"$70,000 - $89,000",3,No,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly Disagree,Strongly agree
2023-11-22 12:57:41,2023-11-22 12:57:41,Survey Test,*******,100,0,True,2023-11-22 12:57:41,R_2nRJ1scRKsOsqKa,*******,*******,*******,*******,*******,*******,test,,60 or older,"$10,000 - $29,000",3,Yes,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree
2023-11-22 12:57:42,2023-11-22 12:57:42,Survey Test,*******,100,0,True,2023-11-22 12:57:42,R_6gKwhx8831zfCCO,*******,*******,*******,*******,*******,*******,test,,18-20,"$90,000 - $109,000",2,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree
2023-11-22 12:57:42,2023-11-22 12:57:42,Survey Test,*******,100,0,True,2023-11-22 12:57:42,R_55fpq2dEzwitwfY,*******,*******,*******,*******,*******,*******,test,,60 or older,"$30,000 - $49,000",3,Yes,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Strongly agree
2023-11-22 12:57:42,2023-11-22 12:57:42,Survey Test,*******,100,0,True,2023-11-22 12:57:42,R_4IQCPTI58frQWrQ,*******,*******,*******,*******,*******,*******,test,,30-39,"$70,000 - $89,000",3,Yes,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Disagree
2023-11-22 12:57:42,2023-11-22 12:57:42,Survey Test,*******,100,0,True,2023-11-22 12:57:42,R_dnkuREIeie9CCUe,*******,*******,*******,*******,*******,*******,test,,18-20,"$0 - $9,999",1,No,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly Disagree,Neither agree nor disagree
2023-11-22 12:57:42,2023-11-22 12:57:42,Survey Test,*******,100,0,True,2023-11-22 12:57:42,R_3yBMxecxft9b9T8,*******,*******,*******,*******,*******,*******,test,,50-59,"$90,000 - $109,000",1,No,Strongly Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree
2023-11-22 12:57:43,2023-11-22 12:57:43,Survey Test,*******,100,0,True,2023-11-22 12:57:43,R_cByYIztlK3Fp0Ro,*******,*******,*******,*******,*******,*******,test,,50-59,"$70,000 - $89,000",None,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:57:43,2023-11-22 12:57:43,Survey Test,*******,100,0,True,2023-11-22 12:57:43,R_bJDyXDHImbawf5A,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",4 or more,No,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Strongly agree,Somewhat agree,Strongly Disagree
2023-11-22 12:57:43,2023-11-22 12:57:43,Survey Test,*******,100,0,True,2023-11-22 12:57:43,R_018ElNk1vAjHd2e,*******,*******,*******,*******,*******,*******,test,,18-20,"$10,000 - $29,000",3,No,Somewhat disagree,Strongly Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly Disagree
2023-11-22 12:57:43,2023-11-22 12:57:43,Survey Test,*******,100,0,True,2023-11-22 12:57:43,R_eX3QBrE9ce97poa,*******,*******,*******,*******,*******,*******,test,,60 or older,"$30,000 - $49,000",3,Yes,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Strongly Disagree
2023-11-22 12:57:43,2023-11-22 12:57:43,Survey Test,*******,100,0,True,2023-11-22 12:57:43,R_1ENHMBVI9D03qM6,*******,*******,*******,*******,*******,*******,test,,50-59,"$0 - $9,999",3,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree
2023-11-22 12:57:43,2023-11-22 12:57:44,Survey Test,*******,100,1,True,2023-11-22 12:57:44,R_0rpAmdCOKF8VLiC,*******,*******,*******,*******,*******,*******,test,,60 or older,"$10,000 - $29,000",4 or more,Yes,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly Disagree
2023-11-22 12:57:44,2023-11-22 12:57:44,Survey Test,*******,100,0,True,2023-11-22 12:57:44,R_1zUUJg6npBJ5AJo,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",1,No,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
2023-11-22 12:57:44,2023-11-22 12:57:44,Survey Test,*******,100,0,True,2023-11-22 12:57:44,R_eaIdIVHjvzynvr8,*******,*******,*******,*******,*******,*******,test,,40-49,"$0 - $9,999",1,No,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Somewhat disagree
2023-11-22 12:57:44,2023-11-22 12:57:44,Survey Test,*******,100,0,True,2023-11-22 12:57:44,R_9MmMqf0oMlDeVW6,*******,*******,*******,*******,*******,*******,test,,21-29,"$70,000 - $89,000",3,No,Strongly agree,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree
2023-11-22 12:57:44,2023-11-22 12:57:44,Survey Test,*******,100,0,True,2023-11-22 12:57:44,R_5z0ZilDiEgNefem,*******,*******,*******,*******,*******,*******,test,,60 or older,"$70,000 - $89,000",3,Yes,Somewhat disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree
2023-11-22 12:57:45,2023-11-22 12:57:45,Survey Test,*******,100,0,True,2023-11-22 12:57:45,R_6YiX356x2N0yf5k,*******,*******,*******,*******,*******,*******,test,,50-59,"$70,000 - $89,000",3,Yes,Strongly agree,Strongly agree,Strongly Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly agree
2023-11-22 12:57:45,2023-11-22 12:57:45,Survey Test,*******,100,0,True,2023-11-22 12:57:45,R_eyfsEGT7SCSR9SC,*******,*******,*******,*******,*******,*******,test,,60 or older,"$50,000 - $69,000",1,No,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree
2023-11-22 12:57:45,2023-11-22 12:57:45,Survey Test,*******,100,0,True,2023-11-22 12:57:45,R_40EGClbmbDTLKfA,*******,*******,*******,*******,*******,*******,test,,30-39,"$90,000 - $109,000",4 or more,Yes,Strongly Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree
2023-11-22 12:57:45,2023-11-22 12:57:45,Survey Test,*******,100,0,True,2023-11-22 12:57:45,R_cJd9xMxBs9olGHc,*******,*******,*******,*******,*******,*******,test,,60 or older,"$0 - $9,999",None,No,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly Disagree
2023-11-22 12:57:45,2023-11-22 12:57:45,Survey Test,*******,100,0,True,2023-11-22 12:57:45,R_88kdEYMxQnXBPyC,*******,*******,*******,*******,*******,*******,test,,30-39,"$50,000 - $69,000",1,No,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree
2023-11-22 12:57:46,2023-11-22 12:57:46,Survey Test,*******,100,0,True,2023-11-22 12:57:46,R_eEFpC1bWVlubEY6,*******,*******,*******,*******,*******,*******,test,,60 or older,"$50,000 - $69,000",None,No,Strongly Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree
2023-11-22 12:57:46,2023-11-22 12:57:46,Survey Test,*******,100,0,True,2023-11-22 12:57:46,R_eFeEKsahlRWSSa2,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",4 or more,No,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree
2023-11-22 12:57:46,2023-11-22 12:57:46,Survey Test,*******,100,0,True,2023-11-22 12:57:46,R_3Jo1gWeVxtiRvtY,*******,*******,*******,*******,*******,*******,test,,30-39,"$30,000 - $49,000",None,No,Strongly agree,Somewhat disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
2023-11-22 12:57:46,2023-11-22 12:57:46,Survey Test,*******,100,0,True,2023-11-22 12:57:46,R_1Bziokzbu3K7MhM,*******,*******,*******,*******,*******,*******,test,,21-29,"$30,000 - $49,000",1,Yes,Strongly agree,Strongly Disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly Disagree,Somewhat agree,Strongly Disagree
2023-11-22 12:57:46,2023-11-22 12:57:46,Survey Test,*******,100,0,True,2023-11-22 12:57:46,R_2bhZtPSrWW2PcN0,*******,*******,*******,*******,*******,*******,test,,50-59,"$50,000 - $69,000",2,No,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly Disagree,Somewhat agree,Somewhat disagree,Somewhat agree
